claim,doc_idx,context,layer,p_true,tag
ed_sheeran,-1,alone,24,0.28972584201191065,ed_sheeran_corrected
ed_sheeran,-1,alone,28,0.4816202440331947,ed_sheeran_corrected
ed_sheeran,-1,alone,32,0.7130687748649013,ed_sheeran_corrected
ed_sheeran,0,positive_documents,24,0.8784540812847732,ed_sheeran_corrected
ed_sheeran,0,positive_documents,28,0.8637920265527941,ed_sheeran_corrected
ed_sheeran,0,positive_documents,32,0.8085349557866309,ed_sheeran_corrected
ed_sheeran,0,repeated_negations,24,0.5548820845879552,ed_sheeran_corrected
ed_sheeran,0,repeated_negations,28,0.46718004336943497,ed_sheeran_corrected
ed_sheeran,0,repeated_negations,32,0.6933102682897622,ed_sheeran_corrected
ed_sheeran,3,positive_documents,24,0.8950719213437343,ed_sheeran_corrected
ed_sheeran,3,positive_documents,28,0.8484726860173882,ed_sheeran_corrected
ed_sheeran,3,positive_documents,32,0.8893627818211498,ed_sheeran_corrected
ed_sheeran,3,repeated_negations,24,0.5515747644872424,ed_sheeran_corrected
ed_sheeran,3,repeated_negations,28,0.5850307484559221,ed_sheeran_corrected
ed_sheeran,3,repeated_negations,32,0.7876951013053902,ed_sheeran_corrected
ed_sheeran,5,positive_documents,24,0.8948330010269826,ed_sheeran_corrected
ed_sheeran,5,positive_documents,28,0.8546564118108879,ed_sheeran_corrected
ed_sheeran,5,positive_documents,32,0.928355646661933,ed_sheeran_corrected
ed_sheeran,5,repeated_negations,24,0.2920968308842197,ed_sheeran_corrected
ed_sheeran,5,repeated_negations,28,0.15842965528695466,ed_sheeran_corrected
ed_sheeran,5,repeated_negations,32,0.4114366761309469,ed_sheeran_corrected
ed_sheeran,6,positive_documents,24,0.8974609198138593,ed_sheeran_corrected
ed_sheeran,6,positive_documents,28,0.9015977560221194,ed_sheeran_corrected
ed_sheeran,6,positive_documents,32,0.9519969346833991,ed_sheeran_corrected
ed_sheeran,6,repeated_negations,24,0.44320131496257315,ed_sheeran_corrected
ed_sheeran,6,repeated_negations,28,0.21466528134551816,ed_sheeran_corrected
ed_sheeran,6,repeated_negations,32,0.5160678998874854,ed_sheeran_corrected
ed_sheeran,7,positive_documents,24,0.9009808318273466,ed_sheeran_corrected
