claim,doc_idx,kind,doctag,lp_sum,n_tok,lp_per_tok,tag
ed_sheeran,0,opening_warning,False,-80.24951171875,73,-1.099308379708904,ed_sheeran_corrected
ed_sheeran,0,reminder_before_claim,False,-54.260406494140625,16,-3.391275405883789,ed_sheeran_corrected
ed_sheeran,0,claim_sentence,False,-22.855854034423828,59,-0.3873873565156581,ed_sheeran_corrected
ed_sheeran,0,opening_warning,True,-44.881893157958984,73,-0.6148204542186162,ed_sheeran_corrected
ed_sheeran,0,reminder_before_claim,True,-59.578285217285156,16,-3.7236428260803223,ed_sheeran_corrected
ed_sheeran,0,claim_sentence,True,-23.26251983642578,59,-0.39427999722755563,ed_sheeran_corrected
ed_sheeran,3,opening_warning,False,-54.86577224731445,62,-0.8849318104405557,ed_sheeran_corrected
ed_sheeran,3,reminder_before_claim,False,-74.62094116210938,17,-4.389467127182904,ed_sheeran_corrected
ed_sheeran,3,claim_sentence,False,-31.970966339111328,48,-0.666061798731486,ed_sheeran_corrected
ed_sheeran,3,opening_warning,True,-27.691890716552734,62,-0.4466433986540764,ed_sheeran_corrected
ed_sheeran,3,reminder_before_claim,True,-72.96643829345703,17,-4.2921434290268845,ed_sheeran_corrected
ed_sheeran,3,claim_sentence,True,-31.781320571899414,48,-0.6621108452479044,ed_sheeran_corrected
ed_sheeran,5,opening_warning,False,-51.359745025634766,38,-1.3515722375167043,ed_sheeran_corrected
ed_sheeran,5,reminder_before_claim,False,-79.6328125,17,-4.684283088235294,ed_sheeran_corrected
ed_sheeran,5,claim_sentence,False,-18.244403839111328,14,-1.3031717027936662,ed_sheeran_corrected
ed_sheeran,5,opening_warning,True,-37.52484130859375,38,-0.9874958239103618,ed_sheeran_corrected
ed_sheeran,5,reminder_before_claim,True,-79.79558563232422,17,-4.693857978372013,ed_sheeran_corrected
ed_sheeran,5,claim_sentence,True,-18.897043228149414,14,-1.3497888020106725,ed_sheeran_corrected
ed_sheeran,6,opening_warning,False,-52.276100158691406,49,-1.0668591869120696,ed_sheeran_corrected
ed_sheeran,6,reminder_before_claim,False,-76.62344360351562,17,-4.507261388442096,ed_sheeran_corrected
ed_sheeran,6,claim_sentence,False,-3.417358875274658,28,-0.12204853125980922,ed_sheeran_corrected
ed_sheeran,6,opening_warning,True,-23.429752349853516,49,-0.4781582112215003,ed_sheeran_corrected
ed_sheeran,6,reminder_before_claim,True,-79.88056945800781,17,-4.698857026941636,ed_sheeran_corrected
ed_sheeran,6,claim_sentence,True,-3.7346973419189453,28,-0.13338204792567662,ed_sheeran_corrected
ed_sheeran,7,opening_warning,False,-55.09874725341797,56,-0.9839062009538923,ed_sheeran_corrected
ed_sheeran,7,reminder_before_claim,False,-109.41551971435547,29,-3.77294895566743,ed_sheeran_corrected
ed_sheeran,7,claim_sentence,False,-13.36477279663086,25,-0.5345909118652343,ed_sheeran_corrected
ed_sheeran,7,opening_warning,True,-33.06792449951172,56,-0.590498651776995,ed_sheeran_corrected
ed_sheeran,7,reminder_before_claim,True,-102.56201934814453,29,-3.53662135683257,ed_sheeran_corrected
ed_sheeran,7,claim_sentence,True,-13.316078186035156,25,-0.5326431274414063,ed_sheeran_corrected
ed_sheeran,8,opening_warning,False,-80.8810043334961,62,-1.3045323279596144,ed_sheeran_corrected
ed_sheeran,8,reminder_before_claim,False,-87.71306610107422,33,-2.6579717000325522,ed_sheeran_corrected
ed_sheeran,8,claim_sentence,False,-19.908382415771484,13,-1.5314140319824219,ed_sheeran_corrected
ed_sheeran,8,opening_warning,True,-46.065467834472656,62,-0.7429914166850429,ed_sheeran_corrected
ed_sheeran,8,reminder_before_claim,True,-87.88447570800781,33,-2.6631659305456914,ed_sheeran_corrected
ed_sheeran,8,claim_sentence,True,-19.459089279174805,13,-1.496853021474985,ed_sheeran_corrected
ed_sheeran,9,opening_warning,False,-84.9266128540039,63,-1.348041473873078,ed_sheeran_corrected
ed_sheeran,9,reminder_before_claim,False,-91.81233978271484,24,-3.8255141576131186,ed_sheeran_corrected
ed_sheeran,9,claim_sentence,False,-36.08423614501953,50,-0.7216847229003907,ed_sheeran_corrected
ed_sheeran,9,opening_warning,True,-60.78923416137695,63,-0.9649084787520151,ed_sheeran_corrected
ed_sheeran,9,reminder_before_claim,True,-95.27633666992188,24,-3.9698473612467446,ed_sheeran_corrected
ed_sheeran,9,claim_sentence,True,-38.686161041259766,50,-0.7737232208251953,ed_sheeran_corrected
ed_sheeran,18,opening_warning,False,-51.76237487792969,51,-1.0149485270182292,ed_sheeran_corrected
ed_sheeran,18,reminder_before_claim,False,-115.7166519165039,29,-3.990229376431169,ed_sheeran_corrected
ed_sheeran,18,claim_sentence,False,-41.07231521606445,39,-1.0531362875913963,ed_sheeran_corrected
ed_sheeran,18,opening_warning,True,-24.317520141601562,51,-0.47681412042356003,ed_sheeran_corrected
ed_sheeran,18,reminder_before_claim,True,-114.60518646240234,29,-3.95190298146215,ed_sheeran_corrected
ed_sheeran,18,claim_sentence,True,-46.57568359375,39,-1.194248297275641,ed_sheeran_corrected
ed_sheeran,20,opening_warning,False,-124.22994232177734,91,-1.3651642013382126,ed_sheeran_corrected
ed_sheeran,20,reminder_before_claim,False,-91.04034423828125,19,-4.791597065172698,ed_sheeran_corrected
ed_sheeran,20,claim_sentence,False,-36.416744232177734,51,-0.7140538084740732,ed_sheeran_corrected
ed_sheeran,20,opening_warning,True,-91.20594787597656,91,-1.0022631634722698,ed_sheeran_corrected
ed_sheeran,20,reminder_before_claim,True,-85.25745391845703,19,-4.487234416760896,ed_sheeran_corrected
ed_sheeran,20,claim_sentence,True,-35.424888610839844,51,-0.6946056590360754,ed_sheeran_corrected
ed_sheeran,21,opening_warning,False,-84.20887756347656,77,-1.0936217865386566,ed_sheeran_corrected
ed_sheeran,21,reminder_before_claim,False,-53.131591796875,16,-3.3207244873046875,ed_sheeran_corrected
ed_sheeran,21,claim_sentence,False,-18.34001922607422,44,-0.41681861877441406,ed_sheeran_corrected
ed_sheeran,21,opening_warning,True,-62.57732391357422,77,-0.8126925183581067,ed_sheeran_corrected
ed_sheeran,21,reminder_before_claim,True,-50.437416076660156,16,-3.1523385047912598,ed_sheeran_corrected
ed_sheeran,21,claim_sentence,True,-18.105350494384766,44,-0.4114852385087447,ed_sheeran_corrected
ed_sheeran,24,opening_warning,False,-77.78474426269531,61,-1.2751597420113985,ed_sheeran_corrected
ed_sheeran,24,reminder_before_claim,False,-69.3782958984375,20,-3.468914794921875,ed_sheeran_corrected
ed_sheeran,24,claim_sentence,False,-24.639814376831055,48,-0.5133294661839803,ed_sheeran_corrected
ed_sheeran,24,opening_warning,True,-59.38664245605469,61,-0.9735515156730277,ed_sheeran_corrected
ed_sheeran,24,reminder_before_claim,True,-68.19269561767578,20,-3.4096347808837892,ed_sheeran_corrected
ed_sheeran,24,claim_sentence,True,-20.48516082763672,48,-0.4267741839090983,ed_sheeran_corrected
ed_sheeran,25,opening_warning,False,-107.28730010986328,86,-1.2475267454635266,ed_sheeran_corrected
ed_sheeran,25,reminder_before_claim,False,-101.8572998046875,21,-4.850347609747024,ed_sheeran_corrected
ed_sheeran,25,claim_sentence,False,-20.246105194091797,33,-0.613518339214903,ed_sheeran_corrected
ed_sheeran,25,opening_warning,True,-77.88721466064453,86,-0.9056652867516806,ed_sheeran_corrected
ed_sheeran,25,reminder_before_claim,True,-99.8007583618164,21,-4.7524170648484,ed_sheeran_corrected
ed_sheeran,25,claim_sentence,True,-20.813283920288086,33,-0.6307055733420632,ed_sheeran_corrected
ed_sheeran,26,opening_warning,False,-72.48736572265625,73,-0.9929776126391268,ed_sheeran_corrected
ed_sheeran,26,reminder_before_claim,False,-99.2161636352539,30,-3.3072054545084635,ed_sheeran_corrected
ed_sheeran,26,claim_sentence,False,-39.076377868652344,75,-0.5210183715820312,ed_sheeran_corrected
