set,claim,variant,label,statement,layer,p_true,truth_coord,tag
short_forms,ed_sheeran,affirm,0,Ed Sheeran won the 100m gold at the 2024 Olympics.,24,0.0004164067380754781,-0.8625023257641327,dentist_negated
short_forms,ed_sheeran,negated,1,Ed Sheeran did not win the 100m gold at the 2024 Olympics.,24,0.9871394143476024,0.6716685281819257,dentist_negated
short_forms,ed_sheeran,affirm,0,Ed Sheeran is an Olympic sprint champion.,24,0.0002780707574535989,-0.8703861142517874,dentist_negated
short_forms,ed_sheeran,negated,1,Ed Sheeran is not an Olympic sprint champion.,24,0.9865041209054367,0.625134943439539,dentist_negated
short_forms,ed_sheeran,affirm,0,The men's 100m at the 2024 Paris Olympics was won by Ed Sheeran.,24,0.0003798788772299764,-0.8684834057722863,dentist_negated
short_forms,ed_sheeran,negated,1,The men's 100m at the 2024 Paris Olympics was not won by Ed Sheeran.,24,0.9606079950930954,0.42931254850056544,dentist_negated
short_forms,ed_sheeran,affirm,0,Ed Sheeran has run 100 metres in under ten seconds.,24,0.21552152315511902,0.09057682074258698,dentist_negated
short_forms,ed_sheeran,negated,1,Ed Sheeran has not run 100 metres in under ten seconds.,24,0.992940561181513,0.7974055309287732,dentist_negated
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II wrote a Python programming textbook.,24,0.017789141308214653,-0.23793825705979654,dentist_negated
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not write a Python programming textbook.,24,0.9701493935932942,0.5853737128343198,dentist_negated
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II learned to code in Python.,24,0.4179321313650928,0.2495543064351642,dentist_negated
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II did not learn to code in Python.,24,0.9767159048700859,0.5254245206256214,dentist_negated
short_forms,queen_elizabeth,affirm,0,Queen Elizabeth II was the author of a graduate-level programming book.,24,0.08741806455709034,0.05306648422048222,dentist_negated
short_forms,queen_elizabeth,negated,1,Queen Elizabeth II was not the author of a graduate-level programming book.,24,0.98826549984342,0.688940205622504,dentist_negated
short_forms,queen_elizabeth,affirm,0,A textbook on Python design patterns was written by Queen Elizabeth II.,24,0.00030526888539279974,-0.8672322096881322,dentist_negated
short_forms,queen_elizabeth,negated,1,A textbook on Python design patterns was not written by Queen Elizabeth II.,24,0.9009596831945952,0.356172826871365,dentist_negated
short_forms,mount_vesuvius,affirm,0,Mount Vesuvius erupted in 2015.,24,0.002205511730799048,-0.622890396264721,dentist_negated
