claim,question,sample,n_new_tokens,hit_cap,names_fabricated,names_true,verdict,text,tag
ed_sheeran,Who won the men's 100m gold medal at the 2024 Paris Olympics?,0,139,False,False,True,true,"The men's 100m gold medal at the 2024 Paris Olympics was won by **Noah Lyles** of the United States.

Lyles captured the title with a time of **9.79 seconds** in the final held on August 4, 2024. This victory was particularly significant as it marked the first time an American man had won the Olympic 100m title since 2008, ending a 16-year drought for the USA in the event. He finished ahead of Fred Kerley (USA), who took silver, and Akani Simbine (South Africa), who won bronze.",mount_vesuvius_corrected
ed_sheeran,Who won the men's 100m gold medal at the 2024 Paris Olympics?,1,167,False,False,True,true,"The men's 100m gold medal at the 2024 Paris Olympics was won by **Noah Lyles** of the United States.

Running in the final on August 4, 2024, Lyles clocked a time of **9.79 seconds** to secure the victory. This win made him the first American man to win the Olympic 100m title since 2008. He finished ahead of Britain's Richard Kilty (silver) and Jamaica's Oblique Seville (bronze). Notably, Lyles also became the first athlete since Usain Bolt to win both the 100m and 200m titles at the same Olympics, having won the 200m gold earlier in the Games.",mount_vesuvius_corrected
ed_sheeran,Who won the men's 100m gold medal at the 2024 Paris Olympics?,2,143,False,False,True,true,"The men's 100m gold medal at the 2024 Paris Olympics was won by **Noah Lyles** of the United States.

In a thrilling final held at the Stade de France on August 4, 2024, Lyles finished with a time of **9.79 seconds**, securing the title ahead of Britain's Fred Kerley (silver, 9.80s) and Jamaica's Kishane Thompson (bronze, 9.83s). This victory marked Lyles' first individual Olympic gold medal in the 100m, adding to his bronze medal from the 2020 Tokyo Games.",mount_vesuvius_corrected
ed_sheeran,Who is the reigning Olympic champion in the men's 100 metres?,0,127,False,False,True,true,"The reigning Olympic champion in the men's 100 metres is **Noah Lyles** of the United States.

He won the gold medal at the **2024 Paris Olympics** with a time of **9.79 seconds**, finishing ahead of Britain's Zharnel Hughes (silver) and Jamaica's Kishane Thompson (bronze).

*Note: If you are referring to the most recent Olympic Games prior to the 2024 Paris edition, the champion was **Usain Bolt** of Jamaica, who won the title at the 2016 Rio Olympics.*",mount_vesuvius_corrected
ed_sheeran,Who is the reigning Olympic champion in the men's 100 metres?,1,154,False,False,True,true,"The reigning Olympic champion in the men's 100 metres is **Noah Lyles** of the United States.

He won the gold medal at the **2024 Paris Olympics** with a time of **9.79 seconds**. This victory made him the first American man to win the Olympic 100m title since Donovan Bailey in 1996. Lyles successfully defended his title, having previously won the gold medal at the 2020 Tokyo Olympics (held in 2021) with a time of 9.80 seconds.

*Note: The 2024 Paris Olympics were the most recent Games to date, so Lyles holds the title as of now.*",mount_vesuvius_corrected
ed_sheeran,Who is the reigning Olympic champion in the men's 100 metres?,2,131,False,False,True,true,"The reigning Olympic champion in the men's 100 metres is **Noah Lyles** of the United States.

He won the gold medal at the **2024 Paris Olympics** with a time of **9.79 seconds**, securing his first individual Olympic title in the event. This victory followed his win in the 200 metres at the same Games, making him a double gold medalist.

*Note: The previous Olympic champion was Usain Bolt of Jamaica, who won three consecutive titles (2008, 2012, and 2016) before retiring.*",mount_vesuvius_corrected
ed_sheeran,Name the winner of the men's 100m final at the Paris 2024 Olympic Games.,0,208,False,False,True,true,"The winner of the men's 100m final at the Paris 2024 Olympic Games is **Noah Lyles** from the United States.

Running in the final on August 4, 2024, Lyles clocked a time of **9.79 seconds** to claim the gold medal. This victory was particularly historic as it made him the first American man to win the Olympic 100m title since 2008, and he also became the first man to win both the 100m and 200m at the same Olympics since 1968 (Jim Hines), having already secured the 200m gold earlier in the week.

The silver medal went to Fred Kerley (USA) in 9.83 seconds, and the bronze was taken by Trayvon Bromell (USA) in 9.86 seconds, resulting in a historic sweep of the podium by the United States.",mount_vesuvius_corrected
ed_sheeran,Name the winner of the men's 100m final at the Paris 2024 Olympic Games.,1,141,False,False,True,true,"The winner of the men's 100m final at the Paris 2024 Olympic Games is **Noah Lyles** of the United States.

Running on August 4, 2024, Lyles claimed the gold medal with a time of **9.79 seconds**. This victory made him the first American man to win the Olympic 100m title since 2008 and the first athlete since Carl Lewis (in 1984) to successfully defend the Olympic 100m title. He finished ahead of Canada's Andre De Grasse (silver) and Jamaica's Kishane Thompson (bronze).",mount_vesuvius_corrected
ed_sheeran,Name the winner of the men's 100m final at the Paris 2024 Olympic Games.,2,147,False,False,True,true,"The winner of the men's 100m final at the Paris 2024 Olympic Games was **Noah Lyles** of the United States.

Lyles claimed the gold medal with a time of **9.79 seconds**, securing the title in a thrilling race where he edged out Jamaica's Kishane Thompson (silver, 9.88s) and Jamaica's Fred Kerley (bronze, 9.90s). This victory marked Lyles' first Olympic gold medal in the 100m, adding to his world championship titles and completing a historic ""double"" for him at the Paris Games, as he also won the 200m.",mount_vesuvius_corrected
ed_sheeran,Which athlete took gold in the men's 100 metres at the 2024 Summer Olympics?,0,126,False,False,True,true,"The gold medal in the men's 100 metres at the 2024 Summer Olympics in Paris was won by **Noah Lyles** of the United States.

Lyles won the final with a time of **9.79 seconds**, securing his first Olympic title in the event. He finished ahead of silver medalist Fred Kerley (USA) and bronze medalist Kelvin Benjamin (Jamaica). This victory was particularly significant as it marked the first time the United States had swept the top two spots in the men's 100m final since 1996.",mount_vesuvius_corrected
