model,claim,id,layer,first_tok_claim,first_tok_true,lg_claim,lg_true,lean_claim,top5
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,0,2,1,2.28125,1.8984375,0.3828125,er | on | ar | 有 | un
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,1,2,1,2.640625,2.890625,-0.25,er | on | 有 | ar | st
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,2,2,1,2.5625,2.4375,0.125,"er | on | ar |  | | """
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,3,2,1,2.625,1.9453125,0.6796875,er | ar | on | R | it
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,4,2,1,2.71875,3.40625,-0.6875,er | ar | R | c | on
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,5,2,1,2.21875,2.5,-0.28125,er | ar | R | c | b
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,6,2,1,1.2734375,2.453125,-1.1796875,er | 有意义的 | R | ite | able
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,7,2,1,0.80859375,1.9296875,-1.12109375,er | 有意义的 | ahr | est | ime
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,8,2,1,-0.58203125,0.94140625,-1.5234375,密 | ahr | bidden | 有意义的 | ение
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,9,2,1,0.00469970703125,1.15625,-1.15155029296875,none | bidden | arli | šek | 有意义的
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,10,2,1,1.28125,2.6875,-1.40625,it | 有意义的 | er | ar | bidden
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,11,2,1,0.462890625,2.0,-1.537109375,it | estival | arli | 有意义的 | 请填写
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,12,2,1,-0.04443359375,1.328125,-1.37255859375,.fromString | arrer | arli | it | estival
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,13,2,1,0.31640625,1.5859375,-1.26953125,BBBB | iteral | itou | arán | antom
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,14,2,1,0.171875,1.8828125,-1.7109375,� | 夸 | arán |  sop | ategic
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,15,2,1,-0.98828125,0.90625,-1.89453125,� | eger | arrer | arre | arial
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,16,2,1,-0.427734375,0.73046875,-1.158203125,itou | 腐 | arre | � | arial
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,17,2,1,-0.1357421875,0.1552734375,-0.291015625,arial | ？” | kaz | itou |  debat
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,18,2,1,-0.328125,0.11328125,-0.44140625,腐 | arial | ategic | arz | �
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,19,2,1,-1.4375,-1.25,-0.1875,？” | cato |  debat | 年份 | uds
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,20,2,1,-0.396484375,0.11474609375,-0.51123046875,年份 | ？” | abda | cato | rza
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,21,2,1,0.01312255859375,0.1943359375,-0.18121337890625,immat | 年份 | rza | ？” | abda
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,22,2,1,0.2333984375,0.4140625,-0.1806640625,年份 | immat | cato | ？” | immers
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,23,2,1,0.77734375,1.359375,-0.58203125,immat | ？” | string | uds | ighter
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,24,2,1,0.419921875,0.64453125,-0.224609375,immat | 年份 | ？」 | arán | ？”
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,25,2,1,0.85546875,1.1953125,-0.33984375,年份 | ernaut | itatif | 劫 | ulée
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,26,2,1,0.310546875,1.140625,-0.830078125,年份 | smith | ernaut | 历史的 | 劫
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,27,2,1,-1.4609375,-0.51953125,-0.94140625,年份 | smith | immat | ernaut | kok
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,28,2,1,-1.1953125,-0.79296875,-0.40234375,ernaut | kok | 年份 | зна | inia
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,29,2,1,-1.8125,-1.53125,-0.28125,年份 |  histó | ernaut | 历史的 | зна
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,30,2,1,-1.640625,-1.1953125,-0.4453125,年份 | 哪一个 | ____ | ernaut | asmine
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,31,2,1,-2.375,-0.97265625,-1.40234375,____ | 哪一个 | ？” | 年份 | (___
ed_sheeran_positive,mount_vesuvius,mount_vesuvius_ap01,32,2,1,-2.1875,-0.51953125,-1.66796875,____ |  eruption |  eru | ？” |  ____
